investor_sector,project_sector,investor_location,project_location,investor_risk,project_risk,investor_size,project_size,past_return,expected_return,cosine_similarity,suitability_score,final_label
agriculture,agriculture,riyadh,dammam,low,low,medium,small,0.092,0.125,0.753,5,1
tech,tech,dammam,jeddah,medium,medium,large,large,0.134,0.142,0.06,6,0
agriculture,tech,dammam,dammam,medium,medium,medium,large,0.162,0.206,1.0,4,1
tech,real_estate,jeddah,jeddah,medium,medium,large,large,0.096,0.192,0.735,5,1
real_estate,real_estate,dammam,jeddah,medium,medium,large,medium,0.106,0.125,0.026,5,0
real_estate,agriculture,jeddah,dammam,medium,medium,large,medium,0.149,0.094,0.722,2,0
real_estate,tech,riyadh,dammam,low,low,medium,small,0.075,0.141,0.005,3,0
tech,tech,dammam,riyadh,low,low,large,small,0.114,0.183,0.758,5,1
tech,agriculture,jeddah,jeddah,medium,high,large,large,0.105,0.099,0.503,2,0
real_estate,real_estate,dammam,dammam,low,low,large,small,0.105,0.157,0.756,6,1
real_estate,real_estate,jeddah,dammam,high,medium,large,medium,0.13,0.201,0.769,5,1
real_estate,real_estate,dammam,riyadh,medium,high,small,medium,0.077,0.191,0.244,3,0
tech,tech,jeddah,dammam,high,low,medium,small,0.091,0.141,0.75,5,1
tech,agriculture,jeddah,riyadh,medium,medium,large,small,0.099,0.124,0.265,3,0
tech,tech,dammam,riyadh,low,medium,large,large,0.102,0.139,0.272,4,0
real_estate,real_estate,riyadh,dammam,high,medium,small,large,0.162,0.211,0.163,5,0
tech,tech,jeddah,jeddah,medium,medium,medium,small,0.104,0.183,0.748,6,1
tech,tech,jeddah,riyadh,high,high,small,large,0.103,0.152,0.755,5,1
agriculture,tech,riyadh,riyadh,high,low,large,small,0.159,0.183,0.347,4,0
tech,real_estate,riyadh,dammam,medium,medium,small,small,0.095,0.096,0.75,4,0
real_estate,real_estate,jeddah,jeddah,medium,low,medium,large,0.076,0.182,0.714,6,1
tech,real_estate,jeddah,jeddah,high,medium,large,medium,0.121,0.147,0.053,4,0
tech,agriculture,dammam,jeddah,low,medium,large,medium,0.114,0.173,0.527,1,0
agriculture,real_estate,riyadh,riyadh,medium,high,medium,large,0.093,0.13,0.018,2,0
real_estate,tech,dammam,riyadh,medium,low,medium,small,0.163,0.183,0.567,3,0
real_estate,tech,riyadh,riyadh,high,medium,small,small,0.144,0.194,0.779,5,1
agriculture,agriculture,riyadh,jeddah,medium,medium,large,small,0.176,0.169,0.99,4,1
agriculture,agriculture,riyadh,dammam,high,low,small,small,0.144,0.182,1.0,6,1
agriculture,real_estate,dammam,dammam,medium,low,small,small,0.107,0.192,0.977,5,1
real_estate,tech,dammam,dammam,high,medium,small,medium,0.09,0.175,0.029,4,0
agriculture,agriculture,riyadh,riyadh,high,low,small,small,0.075,0.116,0.251,7,0
real_estate,agriculture,dammam,jeddah,low,high,large,small,0.078,0.089,0.501,1,0
agriculture,agriculture,riyadh,jeddah,medium,medium,small,medium,0.148,0.173,0.105,5,0
agriculture,agriculture,riyadh,dammam,medium,medium,small,small,0.12,0.201,0.759,6,1
real_estate,tech,riyadh,jeddah,medium,medium,medium,medium,0.176,0.18,0.358,4,0
tech,real_estate,riyadh,dammam,low,low,small,large,0.09,0.08,0.249,2,0
tech,real_estate,riyadh,dammam,low,medium,large,large,0.163,0.211,0.165,2,0
agriculture,agriculture,riyadh,riyadh,low,medium,small,small,0.102,0.139,0.756,5,1
agriculture,agriculture,dammam,dammam,high,low,medium,medium,0.167,0.136,0.752,6,1
real_estate,real_estate,dammam,dammam,low,low,medium,large,0.179,0.08,0.448,5,0
tech,real_estate,jeddah,jeddah,high,medium,large,large,0.092,0.192,0.73,5,1
tech,agriculture,dammam,dammam,medium,low,medium,medium,0.141,0.136,0.294,4,0
tech,tech,dammam,riyadh,low,low,large,small,0.077,0.173,0.247,5,0
tech,tech,riyadh,riyadh,low,medium,large,large,0.074,0.117,0.498,5,0
tech,real_estate,jeddah,jeddah,high,medium,small,medium,0.106,0.125,0.513,4,0
real_estate,real_estate,riyadh,dammam,low,low,large,large,0.153,0.08,0.702,5,1
tech,real_estate,riyadh,dammam,medium,medium,small,medium,0.085,0.201,0.714,3,0
agriculture,tech,dammam,dammam,low,low,small,small,0.122,0.141,0.287,5,0
tech,agriculture,jeddah,jeddah,high,medium,small,large,0.108,0.181,0.985,4,1
real_estate,real_estate,dammam,riyadh,medium,high,medium,medium,0.145,0.176,0.328,4,0
real_estate,agriculture,riyadh,riyadh,medium,medium,medium,small,0.174,0.158,0.115,3,0
agriculture,agriculture,riyadh,jeddah,medium,medium,large,medium,0.071,0.173,0.713,5,1
agriculture,agriculture,dammam,dammam,medium,low,large,small,0.144,0.125,0.051,5,0
real_estate,tech,jeddah,jeddah,low,medium,small,small,0.13,0.115,0.511,2,0
agriculture,agriculture,riyadh,riyadh,medium,medium,small,small,0.121,0.158,0.764,7,1
tech,tech,riyadh,dammam,medium,medium,large,large,0.096,0.206,0.727,6,1
tech,agriculture,riyadh,jeddah,medium,medium,large,medium,0.085,0.16,0.259,3,0
real_estate,real_estate,jeddah,riyadh,high,high,medium,large,0.073,0.13,0.741,5,1
agriculture,tech,riyadh,riyadh,medium,medium,medium,small,0.143,0.194,0.339,4,0
agriculture,tech,dammam,riyadh,low,high,medium,small,0.095,0.098,0.503,1,0
tech,tech,jeddah,riyadh,high,low,medium,small,0.091,0.15,0.747,5,1
tech,agriculture,jeddah,riyadh,medium,low,large,small,0.096,0.177,0.977,3,1
tech,tech,riyadh,riyadh,high,medium,small,large,0.072,0.139,0.002,6,0
agriculture,tech,riyadh,riyadh,high,high,medium,medium,0.109,0.181,0.291,5,0
real_estate,agriculture,jeddah,dammam,medium,high,medium,small,0.166,0.215,0.586,1,0
real_estate,real_estate,jeddah,jeddah,medium,medium,medium,small,0.112,0.121,0.756,6,1
real_estate,tech,dammam,riyadh,medium,medium,small,large,0.077,0.117,0.747,3,0
agriculture,agriculture,riyadh,dammam,medium,medium,large,small,0.176,0.201,0.586,5,0
real_estate,tech,dammam,riyadh,low,high,large,large,0.105,0.152,0.039,2,0
tech,real_estate,jeddah,jeddah,low,high,large,medium,0.08,0.121,0.501,2,0
tech,real_estate,dammam,riyadh,high,low,medium,medium,0.147,0.201,0.997,4,1
real_estate,real_estate,jeddah,dammam,high,medium,medium,medium,0.102,0.201,0.965,6,1
agriculture,real_estate,jeddah,jeddah,medium,low,large,large,0.151,0.182,1.0,5,1
tech,tech,riyadh,riyadh,medium,medium,small,small,0.091,0.194,0.727,7,1
real_estate,real_estate,jeddah,jeddah,medium,medium,medium,large,0.11,0.192,0.295,6,0
agriculture,tech,jeddah,riyadh,high,medium,large,large,0.1,0.118,0.509,4,0
agriculture,real_estate,riyadh,riyadh,low,high,small,small,0.093,0.085,0.748,2,0
agriculture,tech,jeddah,jeddah,medium,medium,large,medium,0.089,0.114,0.258,4,0
tech,tech,dammam,riyadh,high,low,small,small,0.109,0.173,0.756,6,1
tech,tech,jeddah,jeddah,high,medium,medium,medium,0.1,0.18,0.279,7,0
real_estate,agriculture,dammam,dammam,low,high,medium,small,0.121,0.215,0.976,2,0
agriculture,real_estate,jeddah,jeddah,medium,medium,large,small,0.14,0.112,0.271,3,0
tech,tech,riyadh,riyadh,medium,medium,small,small,0.136,0.159,0.539,7,1
tech,tech,riyadh,riyadh,medium,high,small,small,0.09,0.098,0.751,5,1
agriculture,agriculture,dammam,jeddah,high,medium,small,medium,0.108,0.158,0.758,5,1
tech,agriculture,jeddah,riyadh,high,medium,large,small,0.08,0.124,0.254,3,0
real_estate,tech,jeddah,riyadh,high,low,small,small,0.134,0.183,0.998,4,1
tech,agriculture,riyadh,dammam,low,low,small,medium,0.146,0.136,0.296,2,0
tech,agriculture,dammam,riyadh,medium,low,large,small,0.11,0.202,0.748,3,0
agriculture,real_estate,dammam,dammam,low,low,large,large,0.115,0.091,0.987,4,1
real_estate,real_estate,jeddah,dammam,low,medium,small,small,0.13,0.121,0.038,3,0
real_estate,tech,dammam,jeddah,high,medium,medium,large,0.155,0.177,0.118,3,0
agriculture,agriculture,dammam,riyadh,high,medium,large,small,0.154,0.158,0.321,5,0
agriculture,tech,dammam,dammam,medium,medium,large,large,0.08,0.206,0.474,5,0
tech,tech,jeddah,riyadh,high,medium,large,large,0.094,0.117,0.753,6,1
agriculture,real_estate,dammam,jeddah,medium,medium,small,large,0.143,0.192,0.337,3,0
real_estate,real_estate,jeddah,jeddah,high,high,small,medium,0.134,0.121,0.753,5,1
tech,agriculture,riyadh,jeddah,medium,medium,small,medium,0.095,0.158,0.509,3,0
tech,agriculture,jeddah,dammam,medium,low,large,small,0.126,0.182,0.995,3,1
agriculture,agriculture,dammam,jeddah,low,high,medium,small,0.095,0.089,0.997,2,1
tech,agriculture,dammam,dammam,medium,medium,large,large,0.098,0.162,0.511,5,0
real_estate,tech,jeddah,riyadh,low,high,medium,small,0.096,0.098,0.255,1,0
real_estate,real_estate,dammam,jeddah,high,medium,large,medium,0.096,0.147,0.51,5,0
agriculture,agriculture,dammam,riyadh,medium,low,small,small,0.125,0.116,0.753,5,1
tech,tech,dammam,riyadh,low,low,small,small,0.095,0.183,0.272,6,0
agriculture,agriculture,dammam,riyadh,medium,medium,small,small,0.107,0.139,0.999,6,1
agriculture,agriculture,riyadh,riyadh,low,low,small,small,0.093,0.116,0.506,7,1
tech,real_estate,jeddah,dammam,medium,low,medium,large,0.104,0.091,0.006,2,0
real_estate,tech,jeddah,riyadh,medium,medium,medium,small,0.11,0.159,0.995,3,1
agriculture,real_estate,riyadh,dammam,medium,low,small,large,0.121,0.091,0.252,2,0
real_estate,tech,jeddah,jeddah,medium,medium,small,small,0.17,0.138,0.53,4,0
tech,real_estate,dammam,dammam,high,low,large,large,0.11,0.08,0.984,4,1
agriculture,agriculture,riyadh,riyadh,high,high,large,medium,0.113,0.15,0.523,6,0
real_estate,real_estate,jeddah,riyadh,high,high,medium,large,0.141,0.13,0.757,4,0
real_estate,agriculture,riyadh,riyadh,low,medium,medium,large,0.155,0.191,0.566,2,0
agriculture,tech,riyadh,jeddah,high,medium,small,small,0.08,0.115,0.006,4,0
tech,real_estate,jeddah,riyadh,low,medium,large,small,0.15,0.174,0.109,1,0
tech,tech,dammam,riyadh,medium,medium,large,large,0.168,0.139,0.754,5,1
agriculture,tech,dammam,jeddah,medium,low,large,medium,0.115,0.128,0.517,3,0
tech,agriculture,jeddah,dammam,medium,low,large,medium,0.145,0.081,0.238,2,0
real_estate,real_estate,jeddah,riyadh,low,low,large,medium,0.163,0.201,0.789,5,1
real_estate,agriculture,jeddah,riyadh,high,medium,large,small,0.116,0.139,1.0,3,1
tech,tech,jeddah,riyadh,high,medium,large,large,0.121,0.114,0.994,5,1
real_estate,real_estate,jeddah,jeddah,medium,medium,small,small,0.109,0.121,0.756,7,1
real_estate,real_estate,jeddah,jeddah,high,medium,medium,medium,0.105,0.147,0.517,7,1
agriculture,agriculture,dammam,jeddah,medium,medium,large,small,0.109,0.169,0.757,5,1
tech,tech,dammam,riyadh,high,medium,large,large,0.11,0.117,0.511,6,0
agriculture,agriculture,riyadh,jeddah,medium,medium,large,small,0.153,0.169,0.553,5,0
agriculture,agriculture,jeddah,riyadh,medium,medium,large,small,0.14,0.118,0.277,4,0
real_estate,agriculture,dammam,dammam,low,high,small,small,0.076,0.215,0.912,3,1
agriculture,real_estate,jeddah,jeddah,low,medium,large,small,0.103,0.121,0.266,2,0
real_estate,real_estate,jeddah,dammam,medium,medium,large,medium,0.149,0.201,0.782,5,1
agriculture,tech,dammam,riyadh,medium,high,small,large,0.125,0.152,0.06,1,0
real_estate,real_estate,dammam,dammam,high,low,medium,large,0.155,0.091,0.713,5,1
real_estate,real_estate,dammam,dammam,high,low,large,large,0.123,0.091,0.738,6,1
agriculture,real_estate,riyadh,dammam,low,low,small,large,0.164,0.08,0.23,2,0
real_estate,agriculture,riyadh,dammam,low,medium,large,small,0.17,0.201,0.164,1,0
real_estate,real_estate,dammam,jeddah,high,low,medium,large,0.164,0.182,0.783,5,1
agriculture,real_estate,jeddah,riyadh,low,high,medium,small,0.178,0.085,0.457,0,0
tech,tech,riyadh,riyadh,medium,low,small,small,0.165,0.183,0.568,7,1
tech,tech,jeddah,riyadh,high,medium,large,small,0.079,0.194,0.709,5,1
agriculture,real_estate,dammam,dammam,low,medium,medium,small,0.095,0.096,0.254,2,0
tech,agriculture,riyadh,dammam,medium,low,small,medium,0.165,0.166,0.555,3,0
agriculture,tech,dammam,dammam,high,medium,small,small,0.161,0.128,0.292,4,0
agriculture,tech,dammam,dammam,high,high,medium,small,0.167,0.193,0.151,4,0
real_estate,agriculture,dammam,jeddah,high,medium,medium,large,0.076,0.085,0.25,3,0
agriculture,real_estate,riyadh,jeddah,medium,medium,medium,large,0.102,0.192,0.513,3,0
tech,tech,dammam,riyadh,medium,medium,large,large,0.078,0.114,0.748,6,1
tech,tech,riyadh,dammam,medium,high,small,small,0.175,0.193,0.37,4,0
tech,agriculture,dammam,riyadh,high,medium,small,small,0.109,0.118,0.023,4,0
tech,real_estate,dammam,jeddah,medium,medium,large,medium,0.162,0.147,0.987,2,1
real_estate,real_estate,dammam,jeddah,low,high,large,small,0.154,0.13,0.293,2,0
tech,agriculture,jeddah,dammam,high,high,medium,small,0.091,0.215,0.49,3,0
real_estate,agriculture,jeddah,jeddah,medium,medium,small,small,0.107,0.169,0.755,5,1
agriculture,agriculture,riyadh,dammam,high,high,small,small,0.137,0.153,0.768,6,1
tech,tech,dammam,riyadh,high,medium,large,small,0.077,0.194,0.706,5,1
agriculture,agriculture,jeddah,riyadh,high,high,medium,medium,0.072,0.15,0.73,6,1
real_estate,tech,jeddah,dammam,high,medium,medium,medium,0.141,0.175,0.324,4,0
tech,tech,riyadh,jeddah,medium,medium,small,medium,0.164,0.18,0.782,5,1
tech,agriculture,riyadh,dammam,low,low,large,medium,0.097,0.081,0.249,2,0
real_estate,tech,dammam,jeddah,medium,low,small,medium,0.123,0.128,0.758,3,0
tech,tech,jeddah,dammam,high,low,small,small,0.118,0.141,1.0,6,1
real_estate,agriculture,jeddah,jeddah,high,medium,medium,medium,0.141,0.173,0.774,5,1
agriculture,agriculture,jeddah,jeddah,medium,low,large,large,0.167,0.197,1.0,7,1
agriculture,tech,jeddah,jeddah,medium,medium,small,small,0.103,0.138,0.998,5,1
real_estate,real_estate,jeddah,dammam,high,low,large,small,0.157,0.157,0.77,5,1
agriculture,tech,dammam,dammam,high,medium,small,small,0.108,0.083,0.248,4,0
real_estate,agriculture,jeddah,riyadh,low,high,medium,small,0.126,0.123,0.756,0,0
agriculture,tech,dammam,jeddah,medium,medium,large,medium,0.174,0.171,0.992,2,1
tech,tech,dammam,riyadh,medium,medium,large,large,0.134,0.118,0.989,5,1
agriculture,agriculture,riyadh,jeddah,high,medium,small,medium,0.075,0.173,0.719,5,1
real_estate,real_estate,dammam,jeddah,high,low,medium,large,0.155,0.182,0.781,5,1
agriculture,agriculture,dammam,dammam,medium,low,medium,medium,0.126,0.166,0.536,7,1
tech,tech,dammam,jeddah,low,low,large,medium,0.114,0.128,0.758,5,1
real_estate,tech,jeddah,jeddah,medium,medium,large,large,0.07,0.177,0.236,5,0
tech,agriculture,jeddah,jeddah,medium,low,small,large,0.173,0.197,0.79,4,1
tech,tech,dammam,jeddah,high,medium,medium,large,0.128,0.177,0.769,5,1
real_estate,agriculture,jeddah,jeddah,medium,medium,medium,medium,0.098,0.158,0.751,5,1
agriculture,real_estate,dammam,dammam,medium,medium,large,medium,0.115,0.201,0.979,4,1
tech,real_estate,jeddah,dammam,high,low,small,large,0.103,0.08,0.494,2,0
real_estate,agriculture,dammam,jeddah,medium,medium,medium,small,0.145,0.169,0.549,3,0
agriculture,agriculture,jeddah,dammam,medium,low,medium,small,0.086,0.165,0.737,5,1
tech,agriculture,jeddah,dammam,medium,low,small,small,0.173,0.125,0.067,3,0
agriculture,agriculture,riyadh,riyadh,high,low,medium,small,0.109,0.202,0.07,6,0
real_estate,tech,jeddah,jeddah,medium,medium,small,medium,0.085,0.114,0.503,4,0
real_estate,real_estate,riyadh,dammam,medium,medium,large,large,0.125,0.211,0.762,6,1
tech,tech,dammam,dammam,high,high,medium,small,0.15,0.193,0.346,6,0
tech,tech,riyadh,riyadh,medium,medium,small,small,0.106,0.194,0.518,7,1
tech,tech,jeddah,riyadh,high,high,small,large,0.108,0.152,0.997,5,1
agriculture,tech,riyadh,riyadh,high,medium,small,small,0.137,0.159,0.77,5,1
agriculture,agriculture,dammam,dammam,medium,high,small,medium,0.089,0.173,0.263,4,0
agriculture,real_estate,riyadh,riyadh,high,medium,small,small,0.08,0.174,0.488,5,0
tech,tech,jeddah,riyadh,medium,medium,small,large,0.162,0.114,0.733,4,0
real_estate,real_estate,riyadh,dammam,medium,low,small,small,0.102,0.157,0.754,6,1
tech,real_estate,riyadh,riyadh,medium,low,medium,medium,0.077,0.201,0.242,5,0
tech,tech,dammam,dammam,high,medium,large,large,0.11,0.206,0.522,7,1
real_estate,agriculture,riyadh,riyadh,high,medium,large,small,0.095,0.124,0.263,4,0
agriculture,agriculture,dammam,riyadh,medium,medium,large,small,0.115,0.139,0.76,5,1
agriculture,agriculture,jeddah,dammam,high,low,large,small,0.1,0.165,0.039,5,0
agriculture,real_estate,dammam,riyadh,low,medium,medium,small,0.078,0.174,0.485,1,0
tech,tech,jeddah,dammam,medium,medium,medium,small,0.139,0.128,0.286,4,0
tech,tech,dammam,dammam,medium,low,small,small,0.074,0.141,0.737,7,1
agriculture,real_estate,dammam,dammam,low,medium,small,small,0.135,0.096,0.256,2,0
agriculture,tech,dammam,jeddah,medium,medium,small,small,0.141,0.183,0.106,4,0
agriculture,tech,dammam,riyadh,high,low,large,small,0.09,0.183,0.966,3,1
real_estate,real_estate,riyadh,dammam,high,low,medium,large,0.14,0.08,0.0,4,0
real_estate,real_estate,jeddah,jeddah,low,high,small,small,0.13,0.13,0.759,5,1
tech,agriculture,dammam,jeddah,medium,medium,large,large,0.179,0.085,0.456,3,0
tech,agriculture,riyadh,riyadh,low,low,small,small,0.113,0.177,0.758,5,1
tech,tech,riyadh,dammam,medium,medium,large,large,0.154,0.15,0.766,5,1
agriculture,agriculture,jeddah,dammam,medium,medium,small,large,0.151,0.162,0.773,5,1
tech,tech,dammam,jeddah,low,medium,small,small,0.161,0.138,0.304,3,0
real_estate,tech,jeddah,jeddah,medium,medium,small,medium,0.107,0.114,0.999,4,1
real_estate,real_estate,dammam,jeddah,medium,medium,medium,small,0.087,0.121,0.751,5,1
tech,tech,dammam,jeddah,high,low,medium,medium,0.15,0.128,0.752,5,1
agriculture,agriculture,jeddah,dammam,medium,medium,medium,small,0.072,0.201,0.692,5,1
agriculture,tech,jeddah,dammam,medium,low,medium,small,0.124,0.141,0.051,3,0
real_estate,real_estate,jeddah,dammam,medium,low,large,small,0.149,0.192,0.781,5,1
real_estate,real_estate,jeddah,dammam,medium,medium,medium,medium,0.152,0.201,0.784,6,1
agriculture,real_estate,jeddah,riyadh,medium,high,medium,small,0.164,0.085,0.237,0,0
agriculture,tech,jeddah,dammam,medium,low,large,small,0.151,0.141,0.532,2,0
tech,tech,jeddah,jeddah,high,medium,medium,medium,0.144,0.114,0.509,6,0
agriculture,tech,dammam,dammam,medium,medium,medium,small,0.162,0.093,0.248,3,0
agriculture,agriculture,riyadh,dammam,medium,low,medium,small,0.143,0.182,1.0,5,1
tech,tech,dammam,riyadh,medium,low,small,small,0.074,0.15,0.732,6,1
tech,agriculture,jeddah,jeddah,high,medium,medium,medium,0.165,0.158,0.327,4,0
agriculture,agriculture,dammam,dammam,medium,low,medium,small,0.162,0.182,0.132,6,0
agriculture,agriculture,jeddah,dammam,low,medium,large,small,0.14,0.201,0.339,3,0
agriculture,agriculture,jeddah,riyadh,low,high,large,small,0.133,0.172,0.999,3,1
tech,agriculture,dammam,dammam,medium,low,large,small,0.098,0.165,0.274,4,0
tech,tech,riyadh,dammam,medium,medium,small,large,0.106,0.15,0.279,5,0
real_estate,real_estate,riyadh,jeddah,medium,medium,medium,small,0.176,0.121,0.509,4,0
tech,tech,dammam,dammam,medium,medium,large,large,0.146,0.15,0.538,7,1
tech,tech,jeddah,jeddah,medium,low,medium,medium,0.139,0.128,0.756,6,1
real_estate,agriculture,jeddah,riyadh,medium,medium,medium,small,0.076,0.139,0.495,3,0
agriculture,agriculture,jeddah,jeddah,medium,medium,medium,large,0.086,0.085,0.749,5,1
real_estate,real_estate,dammam,dammam,medium,high,large,medium,0.173,0.206,0.793,4,1
agriculture,agriculture,dammam,jeddah,medium,medium,medium,medium,0.113,0.173,0.759,6,1
agriculture,tech,riyadh,riyadh,low,medium,small,large,0.093,0.114,0.506,2,0
real_estate,agriculture,jeddah,riyadh,low,medium,large,small,0.117,0.158,0.527,1,0
tech,agriculture,jeddah,riyadh,low,low,large,small,0.137,0.202,0.555,3,0
tech,tech,jeddah,riyadh,medium,medium,large,small,0.105,0.187,0.979,5,1
tech,agriculture,riyadh,riyadh,high,medium,medium,large,0.139,0.191,0.776,4,0
agriculture,tech,riyadh,dammam,low,medium,small,medium,0.164,0.088,0.241,0,0
tech,real_estate,riyadh,jeddah,medium,high,small,medium,0.175,0.08,0.226,0,0
tech,tech,dammam,dammam,low,low,large,small,0.111,0.141,0.759,6,1
agriculture,agriculture,riyadh,jeddah,low,medium,small,small,0.093,0.169,0.031,4,0
tech,agriculture,jeddah,riyadh,medium,medium,large,small,0.125,0.118,0.273,2,0
tech,agriculture,riyadh,riyadh,medium,low,small,small,0.121,0.119,0.272,4,0
tech,tech,dammam,riyadh,low,low,small,small,0.095,0.173,0.507,6,0
real_estate,agriculture,riyadh,jeddah,medium,low,small,large,0.102,0.197,0.969,3,1
agriculture,agriculture,riyadh,dammam,high,high,small,small,0.112,0.215,0.524,6,0
agriculture,agriculture,dammam,dammam,medium,low,small,small,0.105,0.125,0.512,7,1
agriculture,tech,jeddah,jeddah,low,medium,large,large,0.105,0.142,0.516,3,0
